tif_name,tif_year,start_year,end_year,tif_number,property_tax_extraction,cumulative_property_tax_extraction,transfers_in,cumulative_transfers_in,expenses,fund_balance_end,transfers_out,distribution,admin_costs,finance_costs,bank
Galewood/Armitage Industrial,2015,1999,2023,71,2612361,28618482,2300381,13446326,4207488,19404749,0,0,67092,2746503,"Wells Fargo Bank, Amalgamated Bank"
Goose Island,2015,1996,2019,23,3652209,48324342,0,10000000,2882931,12028537,0,0,94694,2167835,Amalgamated Bank
Greater Southwest Industrial Corridor (East),2015,1999,2023,66,579191,9167013,0,0,563893,2414186,0,126060,14022,0,
Greater Southwest Industrial Corridor (West),2015,2000,2024,92,107165,12073362,0,0,8452,4318844,0,952694,0,0,
Harlem industrial Park Conservation Area,2015,2007,2031,148,-1120,975060,0,0,2400,435688,0,0,0,0,
Harrison/Central,2015,2006,2030,144,-6953,3886636,1280000,4781122,1325590,791828,0,0,0,0,
Hollywood/Sheridan,2015,2007,2031,157,-11601,2521670,575824,9772824,1776054,1957191,0,0,0,0,
Homan-Arthington,2015,1998,2021,24,517159,7681508,0,1062798,141596,6012667,0,0,11434,0,
Humboldt Park Commercial,2015,2001,2025,108,2569930,29521237,0,0,861113,7437081,0,142204,60460,0,
Irving Park/Elston,2015,2009,2033,165,-11923,937448,0,0,5582,431539,0,0,0,0,
Irving/Cicero,2015,1996,2020,27,607453,9598013,0,1291443,160794,1388302,0,0,0,0,
Jefferson Park Business District,2015,1998,2021,57,552010,10045284,0,853000,298180,4775537,0,0,13761,0,
Jefferson/Roosevelt,2015,2000,2024,101,5903945,46592418,0,12500000,542212,17867371,0,3680073,144164,0,
Kennedy/Kimball,2015,2008,2032,160,2435,958073,0,0,4718,397438,0,0,0,0,
Kinzie Industrial Corridor,2015,1998,2022,52,19207188,218275440,0,0,7542169,64157714,4038819,0,462050,0,
Lake Calumet Area Industrial,2015,2000,2024,103,1719704,35127842,0,0,300173,4286145,250000,0,47089,0,
Lakefront,2015,2002,2026,119,375615,2346836,0,0,251227,743296,0,0,0,0,
LaSalle Central,2015,2006,2030,147,13585366,137069746,0,8600000,14842468,46746487,0,0,348668,0,
Lawrence/Broadway,2015,2001,2025,109,2774888,35089880,0,0,1258267,12744136,575824,1665253,67229,0,
Lawrence/Kedzie,2015,2000,2024,88,5470883,78797894,0,2500000,3967007,14626071,0,0,133745,3680604,Wells Fargo Bank
Lawrence/Pulaski,2015,2002,2026,116,1009551,14517295,0,2900000,1273329,5328703,0,0,24917,0,
Lincoln Avenue,2015,1999,2023,77,2628139,32551796,748129,10178802,3421978,8734500,0,0,58719,2649646,Wells Fargo Bank
Lincoln-Belmont-Ashland,2015,1994,2018,28,936154,18982199,0,0,13479,1087326,0,0,0,0,
Little Village East,2015,2009,2033,164,-214,464950,0,0,63654,370824,0,0,0,0,
Little Village Industrial Corridor,2015,2007,2031,152,-5978,2083090,0,0,149259,1249971,0,0,0,0,
Madden/Wells,2015,2002,2026,126,866888,7788482,0,1051820,534997,3342219,0,0,22789,0,
Madison/Austin Corridor,2015,1999,2023,75,1755505,21606787,3932589,36631299,6961948,11579287,640000,0,42599,4999271,Wells Fargo Bank
Michigan/Cermak,2015,1989,2025,29,-253084,10956845,0,13810000,382670,6134313,0,0,0,0,
Midway Industrial Corridor,2015,2000,2024,89,1127197,16051251,0,0,34104,4795022,1030154,0,28203,0,
Midwest,2015,2000,2036,95,12226562,146360654,0,983720,14246108,40958393,3277918,0,300534,2730167,Wells Fargo Bank
Montclare,2015,2000,2024,102,285664,3916899,0,0,163090,400837,0,500000,0,0,
Montrose/Clarendon,2015,2010,2034,173,520084,520084,0,0,11185,510253,0,0,0,0,
Near North,2015,1997,2020,30,19050436,202029617,0,3546644,16034197,67243001,0,0,469748,8577809,Amalgamated Bank
North Branch (North),2015,1997,2021,33,3961822,52504821,0,180604,8494240,6753479,0,0,105009,0,
North Branch (South),2015,1998,2021,34,6393193,72541769,0,2500000,632082,18200852,0,5161732,157811,0,
North Pullman,2015,2009,2033,166,969921,2048918,750000,14450000,4228636,1526733,0,0,23862,0,
North-Cicero,2015,1997,2020,35,1028249,14561617,0,0,45011,2812651,0,148495,27638,0,
Northwest Industrial Corridor,2015,1998,2022,64,5882378,73100901,0,0,1488109,18716308,3746281,0,140521,0,
Ogden/Pulaski,2015,2008,2032,161,-61427,7688353,0,0,89303,4387298,0,0,0,0,
Ohio/Wabash,2015,2000,2024,100,1527696,16813190,0,0,1510384,1529740,0,0,0,0,
Pershing/King,2015,2007,2031,154,-98,445664,0,7025826,3180,174066,0,0,0,0,
Peterson/Cicero,2015,2000,2024,90,479541,3777521,0,0,194907,2499556,0,38759,0,0,
Peterson/Pulaski,2015,2000,2024,91,417658,10196265,0,0,237196,4999182,0,0,10096,0,
Pilsen Industrial Corridor,2015,1998,2022,53,10513921,121036540,0,0,17101877,44360379,0,0,249895,4366934,Amalgamated Bank
Portage Park,2015,1998,2021,58,1924500,30862742,0,0,577600,13828383,0,0,46429,0,
Pratt/Ridge Industrial Park Conservation Area,2015,2004,2028,135,111612,1714055,0,0,8510,770165,0,0,0,0,
Pulaski Corridor,2015,1999,2023,69,2029110,34537059,0,0,3270459,9045749,761500,0,51036,0,
Randolph/Wells,2015,2010,2034,172,64733,802162,0,29632000,354298,594046,0,0,0,0,
Ravenswood Corridor,2015,2005,2029,139,917733,7294959,0,500000,126485,5244935,0,139185,21766,0,
Read-Dunning,2015,1991,2027,36,2298956,43654368,0,1811000,665180,14272173,0,603915,59683,0,
River South,2015,1997,2020,37,17108874,153483426,0,51373006,8241100,38664675,16528924,0,429596,0,
River West,2015,2001,2025,104,15055272,123925055,0,0,2044100,54263073,0,2422891,815760,0,
Roosevelt/Canal,2015,1997,2015,39,1115368,18421773,0,0,1311035,1363520,0,500000,27426,0,
Roosevelt/Cicero,2015,1998,2021,38,2415316,27601391,0,0,513925,11053541,640000,1544336,57614,0,
Roosevelt/Racine,2015,1998,2034,62,1398258,14323174,0,0,1384618,5757526,0,370502,37604,0,
Roosevelt/Union,2015,1999,2022,68,3770087,44679355,0,0,7931268,5124996,0,0,99189,0,
Roseland/Michigan,2015,2002,2026,113,371956,5835966,0,0,44718,1312444,0,0,0,0,
Sanitary Drainage and Ship Canal,2015,1991,2027,42,598516,14108562,0,0,37697,1529669,0,0,12881,0,
South Chicago,2015,2000,2024,93,1029776,13443440,0,0,158356,8417256,0,905266,25206,0,
South Works Industrial,2015,1999,2023,78,42335,1372662,0,0,5974,1150402,0,0,0,0,
Stevenson/Brighton,2015,2007,2031,149,49580,4053878,0,0,12167,3002860,0,0,0,0,
Stockyards Annex,2015,1996,2020,43,927164,22028508,0,525000,873118,6952591,1000000,350413,21360,0,
Stockyards Southeast Quadrant Industrial,2015,1992,2016,45,1437898,35414773,0,3675608,234430,4568782,0,7036015,29897,0,
Stony Island Avenue Commercial and Burnside Industrial Corridors,2015,1998,2034,54,2634251,31893879,0,0,673295,5952323,1912840,0,64527,0,
Touhy/Western,2015,2006,2030,146,58988,3642783,1724652,12190181,2123900,3649411,0,0,0,2086317,"Wells Fargo Bank, Amalgamated Bank"
Washington Park,2015,2014,2038,178,31130,31130,0,0,3245,27966,0,0,0,0,
Weed/Fremont,2015,2008,2032,158,680002,2445029,0,0,412102,716146,0,0,10756,0,
West Irving Park,2015,2000,2024,83,693725,11620923,0,2000000,872017,5012105,0,94940,15706,0,
West Woodlawn,2015,2010,2034,171,-965,101527,0,1500000,136679,673250,0,0,0,0,
Western Avenue North,2015,2000,2024,84,5799099,54114499,0,2000000,5396131,15020442,1668129,0,129790,0,
Western Avenue South,2015,2000,2024,85,5932730,67048024,0,0,6726776,14118271,0,118097,138570,0,
Western Avenue/Rock Island,2015,2006,2030,142,357291,10729712,0,0,749321,3456861,0,0,0,0,
Western/Ogden,2015,1998,2021,48,6817143,76171883,0,0,5465818,24833134,0,657440,174034,0,
Wilson Yard,2015,2001,2025,110,5905360,73566745,0,0,6759097,13513583,0,0,147636,0,
Woodlawn,2015,1999,2022,65,2298703,31792116,0,0,1263697,11175872,1285417,0,62781,0,
